Has a citizen made a request for compliance?,Is this the location of a missing ramp where one is warranted?,Are there Detectable Warnings?,Are the Detectable Warnings properly placed?,Are the Detectable Warnings in good condition and show color contrast?,Maximum slope of side flares? (answer 99 if no side flares),Is there a built up Curb Ramp?,"Are all slope transitions less then 1/4""?",Is there a 4'x4' landing at bottom of Curb Ramp outside vehicle lane?,Is there a 4'x4' landing at top of Curb Ramp?,What is the maximum cross slope of the top landing?,What is the minimum width of the Curb Ramp? (inches),Maximum cross slope of Curb Ramp?,Maximum running slope of Curb Ramp?,Maximum Curb Ramp Gutter Slope?,Minimum width of adjacent walk?,Maximum cross slope of adjacent walk?,Maximum running slope of adjacent walk?,"Are all horizontal openings of the Curb Ramp less then 1/2""?",Minimum width of marked Cross Walk? (99 if no Cross Walk),Maximum cross slope of existing/proposed Cross Walk?,Maximum running slope of existing/proposed Cross Walk?,Are there Traffic Signals?,Are there Pedestrian Signals?,Is there a push button within reach of sidewalk?,Latitude,Longitude,Street,Crossing Street (or Facility),Ramp Direction,Is this the location of a missing ramp where one is warranted?,Are there Detectable Warnings?,Are the Detectable Warnings properly placed?,Are the Detectable Warnings in good condition and show color contrast?,Maximum slope of side flares? (answer 99 if no side flares),"Are all slope transitions less then 1/4""?",Is there a 4'x4' landing at bottom of Curb Ramp outside vehicle lane?,Is there a 4'x4' landing at top of Curb Ramp?,What is the maximum cross slope of the top landing?,What is the minimum width of the Curb Ramp?,Maximum cross slope of Curb Ramp?,Maximum running slope of Curb Ramp?,Maximum Curb Ramp Gutter Slope?,Minimum width of adjacent walk?,Maximum cross slope of adjacent walk?,Maximum running slope of adjacent walk?,"Are all horizontal openings of the Curb Ramp less then 1/2""?",Maximum cross slope of existing/proposed Cross Walk?,Maximum running slope of existing/proposed Cross Walk?,Is there a push button within reach of sidewalk?,Total Curb Ramp Condition Score,Total Gutter Slope Condition Score,Total Adjacent Walk Condition Score,Total Crosswalk Condition Score,Total Ped Signal Condition Score,Total Condition  Score,Has a citizen made a request for compliance?,Population Density,Senior Population Density,Disabled Population Density,Distance from Public Places,Distance form Transit Route,Total Location Rating,TOTAL RATING
No,No,Yes,Yes,Yes,8.9,No,No,No,Yes,3.3,40,0.2,10.7,4.5,59,2,8.3,Yes,99,1.2,2.8,No,No,No,41.703674,-87.82829,103rd Street,Alta Drive,SW,0,0,0,0,0,10,10,0,10,10,0,10,0,0,0,7,0,0,0,,50,0,7,0,,57,0,3,5,3,7,0,18,75
No,No,Yes,Yes,Yes,5.1,No,No,No,Yes,3.3,50,2.2,0.7,6.5,61,1.1,0,Yes,99,3.1,0.6,No,No,No,41.703566,-87.83419,103rd Street,Aspen Drive,SE-E,0,0,0,0,0,10,10,0,10,0,10,0,3,0,0,0,0,0,0,,40,3,0,0,,43,0,3,5,3,10,0,21,64
No,No,Yes,Yes,Yes,8.3,No,No,No,Yes,0.3,50,0.1,1.3,2.7,47,0.7,5.4,Yes,76,2,5.8,No,No,No,41.703602,-87.834163,103rd Street,Aspen Drive,SE-S,0,0,0,0,0,10,10,0,0,0,0,0,0,7,0,7,0,0,3,,20,0,14,3,,37,0,3,5,3,10,0,21,58
No,No,Yes,Yes,Yes,11.2,No,Yes,No,Yes,1.2,59,0.2,2.1,6.8,47,0.8,4.7,Yes,99,5.3,6.9,No,No,No,41.703609,-87.834374,103rd Street,Aspen Drive,SW-S,0,0,0,0,5,0,10,0,0,0,0,0,3,7,0,0,0,4,3,,15,3,7,7,,32,0,3,5,3,10,0,21,53
No,No,Yes,Yes,Yes,15.6,No,No,No,Yes,5.8,40,5.8,0.5,2.6,60,6.1,2.6,Yes,99,5.8,1.5,No,No,No,41.703558,-87.834336,103rd Street,Aspen Drive,SW-W,0,0,0,0,5,10,10,0,10,10,10,0,0,0,7,0,0,4,0,,55,0,7,4,,66,0,3,5,3,10,0,21,87
No,No,No,No,No,99,No,Yes,No,Yes,4.2,60,21,11,2.5,60,0.4,0,Yes,69,0.7,1,No,No,No,41.70542,-87.755581,103rd Street,Bluell Court,NE,0,20,10,10,,0,10,0,10,0,10,10,0,0,0,0,0,0,0,,80,0,0,0,,80,0,7,7,7,7,0,28,108
No,No,No,No,No,99,No,Yes,No,Yes,6.8,53,9,11.5,2.1,60,1.6,0.3,Yes,69,1.1,3.1,No,No,No,41.705459,-87.755755,103rd Street,Bluell Court,NW,0,20,10,10,,0,10,0,10,0,10,10,0,0,0,0,0,0,0,,80,0,0,0,,80,0,7,7,7,7,0,28,108
No,No,Yes,Yes,No,99,No,Yes,No,Yes,2.8,48,3.8,1.8,7.5,60,3.4,3.4,Yes,99,4.7,1.9,No,No,No,41.703996,-87.82489,103rd Street,Charles Avenue,NE,0,0,0,10,,0,10,0,10,0,10,0,3,0,7,0,0,0,0,,40,3,7,0,,50,0,5,5,5,7,0,22,72
No,No,Yes,Yes,No,99,No,Yes,No,Yes,0.6,48,5.5,1.4,9.7,60,0.3,0.6,Yes,99,5.9,2.6,No,No,No,41.703992,-87.825066,103rd Street,Charles Avenue,NW,0,0,0,10,,0,10,0,0,0,10,0,3,0,0,0,0,4,0,,30,3,0,4,,37,0,5,5,5,7,0,22,59
No,No,No,No,No,16.7,No,Yes,No,Yes,0.1,96,0.8,6.9,1.2,84,2,0.5,Yes,88,1.2,2.4,Yes,Yes,Yes,41.705743,-87.740024,103rd Street,Cicero Avenue,NE,0,20,10,10,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,55,0,7,7,7,7,0,28,83
No,No,No,No,No,99,No,No,No,Yes,1.1,64,1.2,6.7,0.7,60,4.2,0.4,Yes,88,1.3,3.4,Yes,Yes,Yes,41.705724,-87.740491,103rd Street,Cicero Avenue,NW,0,20,10,10,,10,10,0,0,0,0,0,0,0,7,0,0,0,0,0,60,0,7,0,0,67,0,7,7,7,7,0,28,95
No,No,No,No,No,9,No,Yes,No,Yes,1.1,180,0.8,5.5,1.4,60,3.7,1,Yes,88,0.5,0.2,Yes,Yes,Yes,41.705463,-87.740039,103rd Street,Cicero Avenue,SE,0,20,10,10,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,50,0,7,0,0,57,0,7,7,7,7,0,28,85
No,No,No,No,No,17.5,No,Yes,No,Yes,0.6,80,2.4,10.5,4.1,60,3,2,Yes,85,0.3,2.9,Yes,Yes,No,41.705423,-87.740506,103rd Street,Cicero Avenue,SW,0,20,10,10,5,0,10,0,0,0,10,10,0,0,7,0,0,0,0,3,75,0,7,0,3,85,0,7,10,3,7,0,27,112
No,No,Yes,No,No,12.8,No,No,Yes,Yes,1.4,62,0.2,0.5,1.2,60,1.4,0.2,Yes,99,1.5,0.7,No,No,No,41.704356,-87.807463,103rd Street,Commercial Entrance,NE,0,0,10,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,35,0,0,0,,35,0,5,3,5,7,0,20,55
No,No,Yes,No,Yes,13.2,No,No,Yes,Yes,1.6,60,0.5,1.5,1,60,1.6,2.1,Yes,99,3.8,0.9,No,No,No,41.704354,-87.8076,103rd Street,Commercial Entrance,NW,0,0,10,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,0,0,0,,25,0,5,3,5,7,0,20,45
No,No,Yes,No,No,13.4,No,Yes,No,Yes,1.8,103,2,4.2,1.8,60,1.5,0.5,Yes,56,1.2,1.1,No,No,No,41.70441,-87.804776,103rd Street,Concord Lane,NE,0,0,10,10,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,35,0,0,0,,35,0,5,3,5,7,0,20,55
No,No,Yes,No,No,99,No,No,No,Yes,0.2,88,0.1,8.2,1.8,60,1.2,0.3,Yes,55,3.2,2.1,No,No,No,41.704402,-87.805095,103rd Street,Concord Lane,NW,0,0,10,10,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,,40,0,0,0,,40,0,5,3,5,7,0,20,60
No,No,No,No,No,99,No,Yes,No,Yes,1.3,60,0.2,10.8,2,60,2.5,1.5,Yes,71,1.5,2.2,No,No,No,41.705252,-87.751203,103rd Street,Cook Avenue,SE,0,20,10,10,,0,10,0,0,0,0,10,0,0,7,0,0,0,0,,60,0,7,0,,67,0,7,10,3,10,3,33,100
No,No,No,No,No,99,No,Yes,No,Yes,1.7,65,3.6,9.3,0.2,60,1.9,1.5,Yes,71,1.8,1.5,No,No,No,41.705331,-87.751386,103rd Street,Cook Avenue,SW,0,20,10,10,,0,10,0,0,0,10,10,0,0,0,0,0,0,0,,70,0,0,0,,70,0,7,10,3,10,3,33,103
No,No,No,No,No,99,No,Yes,No,Yes,1.1,55,9.1,6.9,0.2,60,0.9,0.8,No,71,0.1,1.2,Yes,No,No,41.705614,-87.746087,103rd Street,Father Burns Drive,NE,0,20,10,10,,0,10,0,0,0,10,0,0,0,0,0,5,0,0,,65,0,0,0,,65,0,7,7,7,10,3,34,99
No,No,No,No,No,99,No,No,No,Yes,2.8,140,9.5,12.4,1.8,55,4.3,2.2,Yes,71,0.5,1.9,Yes,Yes,Yes,41.705605,-87.746266,103rd Street,Father Burns Drive,NW,0,20,10,10,,10,10,0,10,0,10,10,0,0,7,0,0,0,0,0,90,0,7,0,0,97,0,7,7,7,10,3,34,131
No,No,Yes,Yes,Yes,99,No,No,No,Yes,1.6,86,1.3,3.6,4.3,60,1.5,0.1,Yes,66,2,0.3,Yes,No,No,41.704534,-87.797874,103rd Street,Harlem Avenue,NE,0,0,0,0,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,,20,0,0,0,,20,0,5,5,7,3,3,23,43
No,No,Yes,Yes,No,16.3,No,No,No,Yes,1.8,100,1.4,11,0.5,37,2.3,0.5,Yes,99,3.3,1.2,Yes,No,No,41.704598,-87.798231,103rd Street,Harlem Avenue,NW,0,0,0,10,5,10,10,0,0,0,0,10,0,7,7,0,0,0,0,,45,0,14,0,,59,0,5,3,5,3,3,19,78
No,No,No,No,No,99,No,No,No,Yes,2.1,55,6.6,4,2.1,55,3.6,12.1,Yes,64,0.1,2.5,Yes,No,No,41.704295,-87.797868,103rd Street,Harlem Avenue,SE,0,20,10,10,,10,10,0,10,0,10,0,0,0,7,7,0,0,0,,80,0,14,0,,94,0,5,5,7,3,3,23,117
No,No,Yes,No,Yes,3.5,No,Yes,No,Yes,0.1,54,3.2,6.5,0.2,59,3.7,4.4,Yes,99,1.7,0.1,Yes,No,No,41.704291,-87.79823,103rd Street,Harlem Avenue,SW,0,0,10,0,0,0,10,0,0,0,10,0,0,0,7,0,0,0,0,,30,0,7,0,,37,0,3,5,3,3,3,17,54
No,No,Yes,Yes,Yes,12.9,No,Yes,No,Yes,1.4,58,4,1.7,0.3,58,0.2,1.2,Yes,99,6.9,2.3,No,No,No,41.704054,-87.809656,103rd Street,Kathy Court,SE,0,0,0,0,5,0,10,0,0,0,10,0,0,0,0,0,0,4,0,,25,0,0,4,,29,0,3,5,3,10,0,21,50
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,1.9,54,1.9,0.1,0.3,58,2.4,0.3,Yes,99,3.7,2.2,No,No,No,41.704048,-87.80983,103rd Street,Kathy Court,SW,0,0,0,0,,0,10,0,0,0,0,0,0,0,7,0,0,0,0,,10,0,7,0,,17,0,3,5,3,10,0,21,38
No,No,No,No,No,99,No,No,No,Yes,0.6,60,1.9,8,0.5,60,2.2,0.8,Yes,72,0.3,3.2,No,No,No,41.70544,-87.741526,103rd Street,Lacrosse Avenue,SE,0,20,10,10,,10,10,0,0,0,0,0,0,0,7,0,0,0,0,,60,0,7,0,,67,0,7,10,3,7,0,27,94
No,No,No,No,No,99,No,Yes,No,Yes,0.9,58,1.4,9.3,1.5,60,2.3,0.7,Yes,72,2,2.6,No,No,No,41.705443,-87.741619,103rd Street,Lacrosse Avenue,SW-W,0,20,10,10,,0,10,0,0,0,0,10,0,0,7,0,0,0,0,,60,0,7,0,,67,0,7,10,3,7,0,27,94
No,No,No,No,No,99,No,Yes,No,Yes,2.2,185,2.2,10.8,2.2,60,3,1.9,Yes,72,2.3,1.4,No,No,No,41.705472,-87.742639,103rd Street,Lamon Avenue,SE,0,20,10,10,,0,10,0,10,0,10,10,0,0,7,0,0,0,0,,80,0,7,0,,87,0,7,10,3,7,0,27,114
No,No,No,No,No,99,No,Yes,No,Yes,0.4,58,3.4,13.1,1.1,60,2.2,0.8,Yes,72,2.9,1.4,No,No,No,41.705399,-87.742854,103rd Street,Lamon Avenue,SW-S,0,20,10,10,,0,10,0,0,0,10,10,0,0,7,0,0,0,0,,70,0,7,0,,77,0,7,10,3,10,0,30,107
No,No,No,No,No,99,No,Yes,No,Yes,0.8,60,2,8.2,1.5,60,3,1,Yes,99,0.8,1.6,No,No,No,41.705446,-87.742879,103rd Street,Lamon Avenue,SW-W,0,20,10,10,,0,10,0,0,0,0,0,0,0,7,0,0,0,0,,50,0,7,0,,57,0,7,10,3,10,0,30,87
No,No,No,No,No,99,No,Yes,No,Yes,1.1,58,1.8,8.2,0.6,60,2,1.2,Yes,72,0.4,2,No,No,No,41.705405,-87.74387,103rd Street,Laporte Avenue,SE-E,0,20,10,10,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,50,0,0,0,,50,0,7,10,3,10,0,30,80
No,No,No,No,No,99,No,Yes,No,Yes,2.4,58,4.6,9.8,1.6,60,1.7,1.3,Yes,72,2.2,1.5,No,No,No,41.70543,-87.743951,103rd Street,Laporte Avenue,SW-W,0,20,10,10,,0,10,0,10,0,10,10,0,0,0,0,0,0,0,,80,0,0,0,,80,0,7,10,3,10,3,33,113
No,No,Yes,Yes,Yes,35.1,No,Yes,No,Yes,3.4,64,2.6,9,0.5,60,3.8,0.4,Yes,71,0.5,1.3,Yes,Yes,Yes,41.705273,-87.749937,103rd Street,Laramie Avenue,SE-E,0,0,0,0,5,0,10,0,10,0,10,10,0,0,7,0,0,0,0,0,45,0,7,0,0,52,0,7,10,3,10,3,33,85
No,No,Yes,Yes,Yes,30,No,Yes,No,Yes,0.2,57,0.5,11.3,0.2,60,1.1,0.2,Yes,72,0.3,1.6,Yes,Yes,Yes,41.70534,-87.749879,103rd Street,Laramie Avenue,SE-S,0,0,0,0,5,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,7,10,3,10,3,33,58
No,No,No,No,No,99,No,No,No,Yes,0.2,48,3.4,6.3,1,60,1.7,0.5,Yes,71,0.9,2.8,Yes,Yes,Yes,41.705299,-87.750153,103rd Street,Laramie Avenue,SW-S,0,20,10,10,,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,70,0,0,0,0,70,0,7,10,3,10,3,33,103
No,No,No,No,No,22.6,No,No,No,Yes,1.3,48,1.5,9.6,1.4,60,1.9,0.3,Yes,72,0.5,1.4,Yes,Yes,Yes,41.705349,-87.750187,103rd Street,Laramie Avenue,SW-W,0,20,10,10,5,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,75,0,0,0,0,75,0,7,10,3,10,3,33,108
No,No,No,No,No,99,No,Yes,No,Yes,0.3,58,0.2,9.9,0.5,60,1,0.2,Yes,72,1.9,1.7,No,No,No,41.705333,-87.745034,103rd Street,Lavergne Avenue,SE-E,0,20,10,10,,0,10,0,0,0,0,10,0,0,0,0,0,0,0,,60,0,0,0,,60,0,7,10,3,10,3,33,93
No,No,No,No,No,99,No,Yes,No,Yes,2.1,60,1.7,11.5,0.8,60,1.3,0.4,Yes,99,0.9,4.3,No,No,No,41.705471,-87.745036,103rd Street,Lavergne Avenue,SE-S,0,20,10,10,,0,10,0,10,0,0,10,0,0,0,0,0,0,0,,70,0,0,0,,70,0,7,10,3,10,3,33,103
No,No,No,No,No,99,No,Yes,No,Yes,3.7,50,0.5,7.2,1.9,60,2.8,0.1,Yes,72,1.2,1.5,No,No,No,41.705295,-87.74518,103rd Street,Lavergne Avenue,SW-W,0,20,10,10,,0,10,0,10,0,0,0,0,0,7,0,0,0,0,,60,0,7,0,,67,0,7,10,3,10,3,33,100
No,No,No,No,No,99,No,Yes,No,Yes,0.2,60,0.3,4.7,1.3,60,0.9,0.6,Yes,72,1.8,2.4,Yes,No,No,41.705402,-87.746318,103rd Street,Lawler Avenue,SE-E,0,20,10,10,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,50,0,0,0,,50,0,7,10,3,10,3,33,83
No,No,No,No,No,99,No,Yes,No,Yes,0.4,60,0,10.5,0.3,60,0.2,0.3,Yes,99,0.2,0.2,Yes,No,No,41.705404,-87.746266,103rd Street,Lawler Avenue,SE-S,0,20,10,10,,0,10,0,0,0,0,10,0,0,0,0,0,0,0,,60,0,0,0,,60,0,7,10,3,10,3,33,93
No,No,No,No,No,99,No,Yes,No,Yes,2.4,58,0.1,5,3.6,60,2.6,1.8,Yes,72,2.2,1.1,Yes,Yes,Yes,41.705378,-87.746388,103rd Street,Lawler Avenue,SW,0,20,10,10,,0,10,0,10,0,0,0,0,0,7,0,0,0,0,0,60,0,7,0,0,67,0,7,10,3,10,3,33,100
No,No,No,No,No,99,No,No,Yes,Yes,6.3,206,9.4,8.5,3.1,60,4.3,11.9,Yes,72,2.5,2.7,No,No,No,41.705171,-87.75724,103rd Street,Linder Avenue,SE,0,20,10,10,,10,0,0,10,0,10,10,0,0,7,7,0,0,0,,80,0,14,0,,94,0,7,10,3,7,0,27,121
No,No,No,No,No,99,No,No,Yes,Yes,4.9,200,8.1,6.7,4.9,60,3.2,5.9,Yes,72,2,0.7,No,No,No,41.705184,-87.757411,103rd Street,Linder Avenue,SW,0,20,10,10,,10,0,0,10,0,10,0,0,0,7,7,0,0,0,,70,0,14,0,,84,0,7,10,3,7,0,27,111
No,No,No,No,No,99,No,Yes,No,Yes,3.5,60,4.7,13.5,0.8,60,2.5,0.4,Yes,72,0.8,0.5,No,No,No,41.705335,-87.747522,103rd Street,Linus Lane,SE,0,20,10,10,,0,10,0,10,0,10,10,0,0,7,0,0,0,0,,80,0,7,0,,87,0,7,10,3,10,3,33,120
No,No,No,No,No,99,No,Yes,No,Yes,0.6,58,0.3,12.6,1.5,60,0.1,0.3,Yes,72,0.6,0.4,No,No,No,41.705359,-87.747678,103rd Street,Linus Lane,SW,0,20,10,10,,0,10,0,0,0,0,10,0,0,0,0,0,0,0,,60,0,0,0,,60,0,7,10,3,10,3,33,93
No,No,No,No,No,99,No,Yes,No,Yes,0.4,58,1.6,13.3,0.1,60,0,0,Yes,71,0,5,No,No,No,41.705239,-87.752399,103rd Street,Lockwood Avenue,SE,0,20,10,10,,0,10,0,0,0,0,10,0,0,0,0,0,0,0,,60,0,0,0,,60,0,7,10,3,10,0,30,90
No,No,No,No,No,99,No,Yes,No,Yes,2,54,0.4,10.4,2.7,60,0.1,0.6,Yes,71,2.9,2.9,No,No,No,41.705245,-87.752531,103rd Street,Lockwood Avenue,SW,0,20,10,10,,0,10,0,0,0,0,10,0,0,0,0,0,0,0,,60,0,0,0,,60,0,7,10,3,10,0,30,90
No,No,No,No,No,99,No,Yes,No,Yes,0.3,63,2.3,5.8,4.5,60,0.9,0.7,Yes,74,2.7,0.1,No,No,No,41.705205,-87.75487,103rd Street,Long Avenue,SE,0,20,10,10,,0,10,0,0,0,10,0,0,0,0,0,0,0,0,,60,0,0,0,,60,0,7,10,3,10,0,30,90
No,No,No,No,No,99,No,Yes,Yes,Yes,0.2,66,8.1,11.5,3.5,60,2.6,0.7,Yes,74,2.3,0.2,No,No,No,41.705243,-87.754978,103rd Street,Long Avenue,SW-S,0,20,10,10,,0,0,0,0,0,10,10,0,0,7,0,0,0,0,,60,0,7,0,,67,0,7,10,3,7,0,27,94
No,No,No,No,No,99,No,Yes,No,Yes,0.2,69,4,13.6,0.2,60,2.6,1.5,Yes,99,0.4,2,No,No,No,41.705231,-87.755006,103rd Street,Long Avenue,SW-W,0,20,10,10,,0,10,0,0,0,10,10,0,0,7,0,0,0,0,,70,0,7,0,,77,0,7,10,3,7,0,27,104
No,No,Yes,Yes,Yes,99,No,No,No,Yes,5.3,60,5.5,4.8,5.7,58,0.9,1.6,Yes,99,2.3,0.6,No,No,No,41.704026,-87.81085,103rd Street,Michael Drive,SE,0,0,0,0,,10,10,0,10,0,10,0,3,0,0,0,0,0,0,,40,3,0,0,,43,0,3,5,3,10,0,21,64
No,No,Yes,Yes,Yes,99,No,No,No,Yes,3.9,62,3.2,7.2,2.1,60,2.6,2.1,Yes,99,0.2,0.6,No,No,No,41.704022,-87.811017,103rd Street,Michael Drive,SW,0,0,0,0,,10,10,0,10,0,10,0,0,0,7,0,0,0,0,,40,0,7,0,,47,0,3,5,3,10,0,21,68
No,No,No,No,No,99,No,Yes,No,Yes,0.7,52,7.9,9.5,3.1,60,2.7,1.4,Yes,68,0.5,0.6,No,No,No,41.705474,-87.753372,103rd Street,Minnick Avenue,NE,0,20,10,10,,0,10,0,0,0,10,10,0,0,7,0,0,0,0,,70,0,7,0,,77,0,7,7,7,10,3,34,111
No,No,No,No,No,99,No,No,No,Yes,1.1,50,0.8,2.5,0.7,60,0.3,2,Yes,68,0.2,0.7,No,No,No,41.70545,-87.753547,103rd Street,Minnick Avenue,NW,0,20,10,10,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,,60,0,0,0,,60,0,7,7,7,10,0,31,91
No,No,No,No,No,99,No,Yes,No,Yes,1.9,60,3.3,11.5,1.1,60,3,0.6,Yes,60,1.1,0.4,No,No,No,41.705245,-87.753646,103rd Street,Minnick Avenue,SE-E,0,20,10,10,,0,10,0,0,0,10,10,0,0,7,0,0,0,0,,70,0,7,0,,77,0,7,10,3,10,0,30,107
No,No,No,No,No,99,No,No,No,Yes,0.9,60,1.4,11.3,1.5,60,0.2,0.5,Yes,99,0.8,1.7,No,No,No,41.705273,-87.753604,103rd Street,Minnick Avenue,SE-S,0,20,10,10,,10,10,0,0,0,0,10,0,0,0,0,0,0,0,,70,0,0,0,,70,0,7,10,3,10,0,30,100
No,No,No,No,No,99,No,Yes,No,Yes,1.7,60,2.1,0.8,4.6,60,2,0,Yes,64,2.6,0.4,No,No,No,41.705184,-87.75379,103rd Street,Minnick Avenue,SW,0,20,10,10,,0,10,0,0,0,10,0,0,0,0,0,0,0,0,,60,0,0,0,,60,0,7,10,3,10,0,30,90
No,No,Yes,Yes,No,99,No,Yes,No,Yes,6,100,0.5,0.1,3.4,60,5.4,4.7,Yes,75,2.4,0.8,Yes,No,No,41.704151,-87.817163,103rd Street,Roberts Road,NE-E,0,0,0,10,,0,10,0,10,0,0,0,0,0,7,0,0,0,0,,30,0,7,0,,37,0,5,3,5,10,0,23,60
No,No,Yes,Yes,No,99,No,Yes,No,Yes,3.3,100,0.4,0.6,4.4,60,3.6,1.7,Yes,72,1,3.5,Yes,No,No,41.704125,-87.817129,103rd Street,Roberts Road,NE-N,0,0,0,10,,0,10,0,10,0,0,0,0,0,7,0,0,0,0,,30,0,7,0,,37,0,5,3,5,10,0,23,60
No,No,Yes,Yes,No,12.6,No,Yes,No,Yes,0.9,133,3.7,0.2,4.3,61,2,2.2,Yes,69,3.3,3.4,Yes,Yes,Yes,41.704125,-87.817514,103rd Street,Roberts Road,NW-N,0,0,0,10,5,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,0,5,5,5,10,0,25,60
No,No,Yes,Yes,No,9.5,No,Yes,No,Yes,1.5,133,0.9,2.8,4.2,57,0.3,3.8,Yes,74,2.9,2.3,Yes,Yes,Yes,41.704159,-87.817478,103rd Street,Roberts Road,NW-W,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,5,5,5,10,0,25,45
No,No,Yes,No,Yes,99,No,No,No,Yes,3.3,128,0.1,1.1,1.4,60,0.9,0.7,Yes,80,0.5,0.9,Yes,Yes,No,41.703874,-87.817138,103rd Street,Roberts Road,SE-E,0,0,10,0,,10,10,0,10,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,3,43,0,3,5,3,10,0,21,64
No,No,Yes,No,Yes,99,No,No,No,Yes,0.4,128,0.8,0.6,0.9,59,0.5,1.8,Yes,70,4.2,0.6,Yes,No,No,41.703893,-87.817126,103rd Street,Roberts Road,SE-S,0,0,10,0,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,,30,0,0,0,,30,0,3,5,3,10,0,21,51
No,No,Yes,No,Yes,99,No,Yes,No,Yes,0.3,140,1.6,1.8,2.9,40,3.1,1.6,Yes,72,2.7,2,Yes,Yes,Yes,41.703884,-87.817501,103rd Street,Roberts Road,SW-S,0,0,10,0,,0,10,0,0,0,0,0,0,7,7,0,0,0,0,0,20,0,14,0,0,34,0,3,5,3,10,0,21,55
No,No,Yes,No,Yes,99,No,Yes,No,Yes,1,140,1.5,1.2,4.1,54,3.6,10.7,Yes,72,2.6,1.1,Yes,Yes,Yes,41.703871,-87.817481,103rd Street,Roberts Road,SW-W,0,0,10,0,,0,10,0,0,0,0,0,0,0,7,7,0,0,0,0,20,0,14,0,0,34,0,3,5,3,10,0,21,55
No,No,Yes,Yes,Yes,99,No,No,No,Yes,3,50,2.8,10.1,3.3,58,3.4,3,Yes,99,2.5,3.3,Yes,Yes,Yes,41.704089,-87.808198,103rd Street,Terry Drive,SE,0,0,0,0,,10,10,0,10,0,10,10,0,0,7,0,0,0,0,0,50,0,7,0,0,57,0,3,5,3,7,0,18,75
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,3.3,48,1.1,7.2,2.8,60,1.8,0.3,Yes,99,2.4,1.2,Yes,Yes,Yes,41.704093,-87.808293,103rd Street,Terry Drive,SW,0,0,0,0,,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,3,5,3,7,0,18,38
No,No,No,No,No,99,No,No,Yes,Yes,2.8,153,4.3,1.4,1.6,60,1.8,1.1,No,66,1.9,0.4,No,No,No,41.705567,-87.758586,103rd Street,Washington Avenue,NE,0,20,10,10,,10,0,0,10,0,10,0,0,0,0,0,5,0,0,,75,0,0,0,,75,0,7,7,7,10,0,31,106
No,No,No,No,No,99,No,No,Yes,Yes,3.4,153,5.6,6.7,2.2,60,3.2,0.5,Yes,66,2,2.4,No,No,No,41.70558,-87.758583,103rd Street,Washington Avenue,NW,0,20,10,10,,10,0,0,10,0,10,0,0,0,7,0,0,0,0,,70,0,7,0,,77,0,7,7,7,10,0,31,108
No,No,No,No,No,99,No,Yes,Yes,Yes,0.3,190,5.4,6.2,1.3,60,0.6,3.9,Yes,63,0.2,0.8,No,No,No,41.705138,-87.758477,103rd Street,Washington Avenue,SE,0,20,10,10,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,50,0,0,0,,50,0,7,10,3,7,0,27,77
No,No,No,No,No,99,No,Yes,Yes,Yes,1.9,204,8,7.8,2.8,60,2.4,0.2,Yes,63,1.1,3.4,No,No,No,41.705169,-87.758711,103rd Street,Washington Avenue,SW,0,20,10,10,,0,0,0,0,0,10,0,0,0,7,0,0,0,0,,50,0,7,0,,57,0,7,10,3,10,0,30,87
No,No,No,No,No,21.2,No,Yes,No,Yes,3.1,57,2,6.7,0.5,60,2.8,1.4,Yes,67,3,1.7,No,No,No,41.705642,-87.742935,103rd Street,Wick Drive,NE-E,0,20,10,10,5,0,10,0,10,0,0,0,0,0,7,0,0,0,0,,65,0,7,0,,72,0,7,7,7,10,3,34,106
No,No,No,No,No,21.7,No,No,No,Yes,1,48,0.6,9.9,2.6,60,0.1,3,Yes,99,0.1,1.6,No,No,No,41.705652,-87.742933,103rd Street,Wick Drive,NE-N,0,20,10,10,5,10,10,0,0,0,0,10,0,0,0,0,0,0,0,,75,0,0,0,,75,0,7,7,7,10,3,34,109
